datetime,GISP2,EPICA Dome C CO2
-2257-05-24 12:20:27,-34.7,
-2256-02-29 18:01:00,,271.6
-2245-11-08 10:22:04,-34.46,
-2232-03-07 20:50:21,-34.76,
-2220-09-28 07:26:52,-34.53,
-2208-06-25 06:05:23,-35.02,
-2195-01-02 02:03:56,-34.79,
-2183-10-24 20:07:38,-34.4,
-2169-01-16 23:49:48,-34.96,
-2159-05-02 08:02:36,,271.7
-2156-02-08 01:20:41,-33.81,
-2144-04-06 09:37:41,-34.78,
-2131-05-13 01:46:32,-35.35,
-2118-05-24 04:18:57,-34.36,
-2105-01-23 19:09:49,-34.63,
-2093-06-12 11:55:33,-35.06,
-2081-10-18 05:42:48,-35.18,
-2067-04-28 23:09:37,-34.54,
-2055-07-21 21:03:02,-34.24,
-2043-09-18 05:20:01,-34.61,
-2030-07-29 05:41:09,-34.61,
-2019-01-19 23:24:14,,274.9
-2018-12-11 06:47:24,-34.68,
-2004-06-14 16:55:14,-34.92,
-1992-11-18 15:58:24,-35.16,
-1980-10-20 08:27:41,-35.21,
-1967-09-10 07:47:17,-34.99,
-1954-01-23 08:53:31,-34.37,
-1942-05-27 11:01:18,-35.01,
-1929-02-21 15:28:35,-35.36,
-1917-03-08 03:51:43,-34.78,
-1907-10-30 23:46:05,,275.4
-1906-10-27 13:55:22,-34.92,
-1893-02-04 02:26:43,-35.48,
-1881-06-11 20:13:59,-34.33,
-1869-11-30 09:55:06,-35.22,
-1857-02-22 01:59:45,,271.5
-1856-01-31 09:51:35,-34.93,
-1844-02-18 13:54:13,-35.05,
-1833-04-28 15:20:55,-34.41,
-1821-07-25 04:53:49,-35.05,
-1809-10-20 18:26:43,-34.24,
-1797-08-16 22:21:08,-34.64,
-1785-07-04 00:12:28,-35.11,
-1773-12-07 23:15:38,-34.91,
-1761-12-22 11:38:47,-34.88,
-1748-03-04 10:33:44,-34.87,
-1744-08-04 19:27:17,,273.0
-1737-04-14 06:44:31,-34.56,
-1726-05-31 10:14:18,-34.84,
-1714-01-27 03:36:54,-34.65,
-1702-12-10 19:37:32,-34.07,
-1695-07-18 09:59:23,,273.4
-1690-09-15 01:35:01,-35.1,
-1678-09-07 16:01:14,-34.28,
-1666-09-22 04:24:23,-34.63,
-1653-12-22 15:25:32,-34.73,
-1641-06-11 23:17:53,-34.18,
-1629-01-02 04:05:37,-34.69,
-1619-11-22 15:47:41,-34.68,
-1606-03-12 03:17:31,-35.14,
-1594-01-12 14:30:54,-35.25,
-1582-06-25 20:53:03,-34.4,
-1579-09-17 14:27:34,,275.0
-1570-07-06 17:36:42,-34.65,
-1559-08-08 06:28:31,-34.34,
-1547-07-02 15:38:50,-34.16,
-1535-09-17 06:13:16,-34.23,
-1523-02-02 17:10:14,-34.91,
-1511-04-27 15:03:39,-34.44,
-1499-08-05 03:35:00,-34.9,
-1482-11-19 04:29:11,,274.0
-1463-10-24 05:19:19,-35.32,
-1450-02-14 08:28:38,-35.0,
-1438-03-08 04:10:45,-35.01,
-1427-06-07 03:34:22,-35.2,
-1415-08-15 10:49:50,-35.24,
-1404-12-13 15:29:21,-35.03,
-1391-04-21 09:16:37,-34.76,
-1380-08-08 14:57:41,-34.33,
-1368-02-26 04:05:56,-34.55,
-1356-07-06 13:32:41,-34.5,
-1344-08-26 14:30:42,-33.7,
-1334-05-05 19:14:15,,273.1
-1333-07-25 09:31:44,-34.09,
-1321-05-16 21:46:40,-34.46,
-1310-12-14 09:53:23,-34.61,
-1306-04-10 00:23:17,,276.3
-1298-08-13 03:16:00,-34.54,
-1287-04-17 22:08:49,-34.36,
-1275-04-28 18:52:29,-34.54,
-1261-01-27 20:48:01,-34.42,
-1250-11-12 01:43:58,-34.74,
-1239-07-03 05:58:51,-34.78,
-1229-06-08 02:30:05,-34.82,
-1218-07-21 14:20:22,-34.29,
-1206-06-18 15:10:11,-34.2,
-1195-11-07 17:46:37,-33.86,
-1182-02-10 14:38:30,-34.78,
-1171-10-31 05:58:02,-35.35,
-1159-01-01 00:05:45,-34.81,
-1146-05-27 05:59:14,-34.82,
-1133-01-30 12:29:35,-34.5,
-1121-08-04 16:48:39,-34.26,
-1109-09-10 03:08:43,-34.85,
-1107-05-26 16:41:07,,274.6
-1098-11-04 13:57:28,-34.95,
-1087-11-18 20:31:51,-34.84,
-1076-07-24 15:24:40,-34.44,
-1065-06-11 11:27:15,-35.08,
-1054-01-01 10:26:13,-34.73,
-1043-01-01 02:22:39,-34.93,
-1033-03-11 22:00:34,-35.14,
-1022-10-09 10:07:17,-35.54,
-1011-10-09 02:03:43,-34.88,
-999-03-08 11:59:08,,276.3
-999-05-31 12:07:21,-34.72,
-988-03-15 11:14:32,-34.6,
-978-12-14 19:43:47,-34.32,
-967-07-03 03:03:16,-35.12,
-957-10-24 18:35:02,-34.07,
-955-06-14 18:31:01,,274.7
-946-12-10 22:04:48,-34.7,
-934-03-22 20:26:53,-35.43,
-924-09-28 04:47:55,-34.58,
-913-07-03 04:56:38,-34.47,
-902-05-27 08:18:11,-34.37,
-891-05-17 01:16:09,-34.65,
-880-06-22 05:47:28,-34.44,
-869-04-03 13:15:10,-34.92,
-859-04-21 05:40:16,-34.05,
-852-03-30 00:24:42,,275.3
-849-09-29 08:45:23,-34.96,
-839-11-11 14:46:54,-35.15,
-828-03-11 13:37:39,-34.52,
-817-04-06 19:10:30,-35.16,
-807-11-11 08:47:25,-34.88,
-796-06-25 05:43:19,-35.54,
-785-09-06 22:49:30,-34.85,
-772-06-21 09:34:13,-33.95,
-760-08-22 09:30:42,-34.05,
-759-07-09 19:25:37,,278.9
-750-10-31 05:08:38,-35.01,
-739-10-19 22:06:36,-34.39,
-727-04-20 04:57:24,-35.18,
-717-06-14 09:57:23,-34.97,
-706-10-01 15:38:26,-35.35,
-695-08-26 19:00:00,-34.54,
-685-12-18 10:31:46,-34.79,
-679-12-25 04:43:21,,273.9
-674-08-12 06:26:08,-35.13,
-663-03-29 19:01:31,-35.13,
-653-07-10 11:34:50,-34.88,
-642-02-10 09:32:16,-34.56,
-632-08-07 18:54:50,-35.33,
-620-01-19 19:28:12,-34.63,
-610-07-17 04:50:46,-34.54,
-599-07-21 12:26:41,-34.33,
-587-04-24 18:24:10,-34.48,
-577-11-19 09:02:38,,277.9
-576-01-02 04:56:29,-35.12,
-566-11-15 09:19:34,-34.17,
-555-06-21 22:56:29,-35.1,
-543-11-07 15:42:13,-34.82,
-533-12-03 15:26:17,-34.75,
-522-02-06 19:24:44,-34.42,
-512-07-02 07:51:54,-34.51,
-501-06-03 18:32:26,-35.61,
-490-05-02 13:33:28,-35.4,
-479-01-01 16:46:48,-34.62,
-470-12-07 13:18:03,-34.99,
-465-09-07 10:54:42,,277.6
-459-11-26 06:16:01,-34.97,
-448-05-16 08:19:36,-34.55,
-438-05-24 01:46:14,-34.61,
-428-07-20 22:25:42,-34.24,
-418-06-03 21:00:02,-33.77,
-408-12-06 13:41:34,-34.14,
-397-10-20 18:04:39,-34.79,
-376-02-29 02:01:32,-34.88,
-366-04-09 16:23:33,-35.13,
-356-11-21 13:19:27,-34.34,
-345-01-19 09:58:55,-34.55,
-335-01-18 20:06:35,-34.95,
-325-02-06 12:31:41,-35.26,
-316-06-13 12:52:39,,276.7
-315-06-13 18:41:25,-35.28,
-304-01-01 02:00:54,-35.18,
-295-11-07 17:16:15,-34.43,
-285-10-06 06:28:31,,276.7
-285-11-04 11:44:25,-34.8,
-274-01-01 08:23:53,-34.08,
-265-09-14 04:46:55,-34.59,
-254-03-29 20:26:55,-34.84,
-245-10-05 22:59:10,-34.5,
-235-10-30 22:43:15,-34.91,
-224-03-03 13:13:29,-34.42,
-214-05-12 08:51:25,-34.96,
-204-06-13 15:54:28,-34.84,
-194-08-16 04:13:25,-35.16,
-183-06-11 02:19:04,-35.13,
-171-02-21 10:19:38,-35.04,
-161-09-25 08:17:04,-34.41,
-151-07-28 07:52:56,-33.93,
-144-08-22 14:10:42,,276.9
-140-03-11 04:48:50,-34.36,
-130-04-20 19:10:51,-34.51,
-120-03-07 09:24:40,-34.8,
-111-11-03 15:09:45,-33.58,
-101-07-02 20:54:50,-34.5,
-90-04-03 05:24:04,-34.19,
-81-10-28 14:13:45,-35.06,
-69-04-28 21:04:34,-34.48,
-58-04-17 14:02:32,-34.81,
-50-04-17 12:32:40,,278.0
-47-05-20 02:54:21,-35.13,
-38-04-02 19:39:55,-34.19,
-19-10-31 06:16:45,-33.98,
-9-09-14 04:51:04,-34.8,
0-12-31 22:54:36,,276.7
1-05-08 18:56:40,-34.37,
11-01-01 09:02:16,-34.98,
20-10-19 18:00:10,-34.53,
29-12-31 23:28:49,,277.9
30-06-21 15:24:44,-35.17,
39-11-25 21:01:36,-34.68,
48-08-03 19:56:23,-35.63,
56-01-01 06:36:45,,277.4
58-10-27 06:12:16,-34.68,
67-03-04 00:44:28,-33.93,
76-11-21 04:26:28,-34.44,
86-02-02 09:55:07,-34.67,
96-10-19 03:46:24,-35.21,
104-01-01 21:37:31,,277.5
106-12-10 17:06:54,-34.98,
117-03-04 03:22:46,-34.47,
127-02-10 15:33:31,-34.45,
136-01-01 15:38:03,,278.1
136-03-03 17:49:20,-35.08,
145-06-10 12:54:24,-34.92,
153-07-13 08:19:55,,278.07
156-02-10 16:07:44,-34.97,
165-05-30 10:11:16,-35.07,
174-07-13 10:24:00,,277.56
176-07-01 23:03:05,-35.9,
187-12-13 23:36:27,-35.01,
198-12-31 21:50:19,-34.8,
208-09-28 08:51:18,-35.02,
218-12-14 11:48:12,-35.04,
229-05-12 15:54:52,-35.22,
239-05-16 17:42:01,-35.11,
240-08-07 23:39:00,,280.25
249-03-18 17:17:52,-34.67,
259-08-23 04:43:30,-35.14,
266-02-06 15:52:32,,278.31
270-06-14 11:09:40,-34.5,
274-06-10 18:45:15,,280.24
279-09-17 14:35:14,-34.04,
289-04-20 06:43:54,-34.5,
295-08-08 07:21:08,,280.91
299-09-24 18:09:32,-34.58,
310-07-28 23:34:10,-34.62,
317-07-21 08:56:33,,281.69
319-12-14 22:53:36,-34.7,
330-03-08 09:09:28,-35.05,
338-11-29 22:42:12,-34.87,
349-07-02 20:39:38,-34.74,
357-05-01 16:58:29,,277.8
360-03-18 14:30:55,-34.81,
369-08-15 12:48:49,-34.95,
384-03-25 17:20:17,,277.25
388-03-22 00:55:52,-34.8,
406-05-12 12:46:29,,279.13
408-02-07 01:17:20,-35.22,
417-06-10 09:58:49,-34.09,
427-10-23 23:27:31,-34.28,
436-09-23 22:30:31,-34.1,
436-12-09 15:19:45,,280.0
447-03-15 00:34:06,-35.21,
456-09-12 19:47:23,-34.89,
465-10-08 13:42:41,-33.99,
474-12-02 12:53:54,-35.27,
483-05-30 10:38:55,-34.54,
488-02-17 09:17:06,,277.11
493-05-15 06:08:38,-35.13,
503-06-14 21:32:12,-34.82,
514-01-15 19:29:38,-35.16,
517-12-17 13:28:48,,276.79
523-11-07 20:07:02,-34.18,
534-04-27 22:10:37,-35.1,
543-06-18 05:42:20,-34.81,
551-08-15 14:44:16,,276.56
557-06-21 06:44:33,,278.46
582-05-30 10:06:47,,276.2
614-07-10 08:21:40,,277.87
624-03-18 13:05:13,-34.77,
633-01-01 00:34:52,-35.01,
636-12-31 23:49:56,,279.59
641-06-07 00:22:58,-35.1,
651-07-17 14:45:00,-35.16,
659-11-07 18:39:14,-34.57,
668-11-21 13:36:05,-35.36,
669-03-07 11:41:14,,278.45
677-08-07 19:49:50,-34.97,
685-10-30 18:28:11,-34.77,
694-06-06 20:27:35,-35.54,
701-04-02 19:18:10,,277.1
703-03-30 15:16:12,-35.49,
712-11-25 21:01:17,-34.88,
722-08-05 01:44:50,-35.39,
730-06-07 13:43:10,,279.99
731-11-19 04:08:52,-35.56,
740-06-06 23:50:49,-34.93,
748-09-06 05:48:09,-34.6,
756-09-13 11:37:15,-34.61,
762-04-20 20:10:20,,279.29
765-11-29 08:45:23,-35.22,
774-07-13 18:03:45,-35.09,
783-08-15 19:18:02,-35.59,
791-10-27 18:57:55,-34.37,
793-02-06 07:12:20,,279.72
800-02-25 06:11:09,-34.86,
809-09-16 23:21:21,-35.27,
817-09-05 22:53:01,-35.59,
822-05-01 07:54:47,,278.62
825-09-24 03:40:35,-35.4,
834-12-10 00:48:43,-34.34,
843-08-22 15:22:59,-35.49,
851-10-27 07:43:54,-35.12,
859-11-14 12:31:28,-36.17,
869-02-23 23:16:01,-35.08,
875-05-30 09:15:17,,279.42
878-02-24 03:34:55,-35.13,
886-04-30 19:55:49,-35.24,
895-03-03 13:42:55,-34.73,
903-09-06 18:46:55,-35.4,
913-02-28 06:41:13,-34.57,
914-02-17 13:31:31,,280.11
922-05-23 11:08:20,-35.35,
930-12-06 15:10:48,-34.63,
939-06-14 11:54:17,-34.08,
948-02-14 03:30:05,-34.6,
956-09-01 23:12:02,-34.05,
957-08-25 21:41:50,,277.41
965-09-02 03:30:56,-35.53,
974-02-09 18:58:31,-34.02,
982-04-05 12:20:58,-34.48,
982-08-25 23:00:59,,278.74
992-03-21 07:50:41,-34.26,
1000-05-01 10:35:10,-34.78,
1008-12-17 11:33:01,-34.85,
1017-07-31 20:51:23,,279.8
1017-08-15 11:29:20,-34.55,
1019-04-10 03:04:48,,280.06
1025-01-19 05:28:40,-34.57,
1034-12-17 18:40:57,-35.54,
1040-01-30 19:38:38,,280.92
1043-03-19 00:38:16,-35.03,
1049-03-07 12:32:24,,280.97
1051-09-10 06:43:48,-34.88,
1060-04-09 01:24:13,-35.2,
1067-07-28 07:50:13,-34.82,
1070-03-14 21:55:28,,282.84
1077-11-25 06:40:58,-35.01,
1087-07-09 21:48:06,-34.67,
1095-07-02 12:59:15,-35.12,
1099-05-30 15:18:56,,283.09
1104-02-25 21:16:05,-34.56,
1112-06-21 16:49:49,-35.23,
1115-08-12 13:28:57,,282.84
1121-01-01 05:12:48,-34.49,
1130-01-16 00:09:38,-34.27,
1137-12-17 17:23:52,-34.57,
1146-03-22 15:00:41,-34.51,
1146-04-17 04:37:05,,284.51
1155-03-22 19:19:34,-35.6,
1163-06-14 17:57:55,-35.6,
1165-12-24 19:28:18,,283.97
1173-04-16 17:33:47,-35.35,
1182-09-13 15:51:40,-35.12,
1191-08-26 13:53:08,-34.97,
1199-10-23 22:55:04,,284.54
1201-02-09 18:28:27,-35.36,
1210-12-13 18:04:19,,283.69
1211-04-09 15:07:55,-34.14,
1219-11-22 00:26:17,-34.67,
1229-12-31 14:48:19,-34.87,
1238-11-25 06:32:20,-35.75,
1247-04-05 16:44:01,-35.05,
1251-04-09 07:38:34,,282.41
1256-10-26 09:54:13,-34.46,
1259-07-05 21:56:24,,282.2
1265-09-01 19:20:48,-35.6,
1274-05-15 09:55:04,-34.95,
1278-03-14 06:58:51,,278.43
1283-01-29 16:08:50,-34.07,
1291-07-02 00:17:26,-35.49,
1300-07-02 04:36:20,-34.89,
1307-06-14 15:00:16,,281.58
1309-05-01 06:43:56,-34.99,
1317-09-02 09:36:39,-34.99,
1326-09-02 13:55:33,-35.11,
1330-02-13 15:58:47,,284.07
1335-05-01 13:51:52,-35.36,
1343-09-02 16:44:34,-35.26,
1348-11-06 15:39:11,,278.36
1352-04-30 16:40:53,-35.1,
1360-12-31 08:16:41,-35.99,
1368-12-31 06:46:49,-35.28,
1377-04-30 18:00:03,-34.75,
1385-12-31 09:35:51,-35.22,
1390-04-30 21:34:00,,280.91
1393-07-01 17:11:36,-35.28,
1402-01-01 06:36:06,-34.62,
1410-09-02 22:11:55,-34.38,
1410-11-11 07:42:11,,279.7
1419-01-01 09:25:08,-34.84,
1427-01-01 07:55:16,-34.62,
1428-10-19 18:23:03,,279.73
1434-09-02 17:42:18,-35.28,
1443-07-02 19:49:54,-34.93,
1449-02-28 02:19:55,,282.23
1452-01-01 09:14:25,-35.25,
1460-04-30 20:27:39,-34.57,
1469-05-26 14:22:57,,280.31
1469-12-31 17:52:13,-35.08,
1479-10-01 20:32:41,-35.59,
1488-09-01 19:35:41,-35.68,
1496-12-31 06:48:54,-34.71,
1501-07-13 19:56:49,,283.12
1504-09-02 16:35:56,-34.88,
1512-09-02 15:06:04,-35.05,
1522-07-02 23:02:26,-35.81,
1529-09-06 09:34:35,,283.95
1530-09-02 23:43:52,-35.14,
1538-09-02 22:13:59,-34.5,
1546-07-02 18:32:50,-35.23,
1549-08-26 06:51:27,,283.53
1554-09-02 19:14:15,-34.83,
1559-11-11 09:48:21,,281.83
1564-01-01 12:16:14,-34.75,
1572-12-31 16:35:08,-36.1,
1573-01-04 08:14:37,,282.57
1580-12-31 15:05:16,-34.9,
1588-03-07 01:37:24,,281.11
1588-09-02 00:52:18,-35.29,
1590-12-28 09:33:26,,279.36
1596-12-31 12:05:31,-35.23,
1603-06-03 08:36:36,,275.07
1604-09-01 21:52:34,-34.89,
1609-06-17 10:07:09,,271.11
1613-09-02 02:11:27,-35.26,
1621-04-30 20:19:00,-34.33,
1628-08-07 03:46:32,,273.78
1629-09-01 23:11:43,-35.29,
1636-09-01 15:53:05,-34.88,
1639-10-23 12:32:12,,276.69
1644-12-31 03:06:18,-36.22,
1649-02-05 14:56:15,,278.02
1652-07-01 10:42:03,-34.72,
1659-12-31 18:17:48,-34.82,
1668-09-01 09:53:36,-34.81,
1676-10-18 19:57:04,-34.66,
1681-11-20 21:56:17,,276.66
1683-11-28 16:52:48,-35.17,
1689-09-27 01:34:06,,276.32
1691-03-21 14:58:17,-35.09,
1694-01-25 13:32:16,,277.36
1698-07-08 21:24:16,-35.89,
1706-09-28 04:23:08,-35.31,
1714-11-03 15:28:08,-35.15,
1722-10-09 00:21:51,-35.94,
1722-11-10 21:17:15,,278.27
1723-01-04 16:09:34,,277.01
1730-02-28 03:43:14,-34.35,
1733-11-14 04:53:10,,278.31
1737-04-19 23:37:26,-35.62,
1741-04-05 08:14:33,,276.81
1745-09-20 07:46:02,-35.16,
1749-02-13 03:31:51,,277.6
1751-12-06 11:27:53,,276.46
1752-02-17 12:37:38,,278.0
1752-09-27 07:46:23,-35.09,
1759-10-08 23:26:12,-36.12,
1762-11-17 21:06:52,,277.16
1763-09-13 09:04:51,,276.4
1768-02-28 08:36:21,-35.05,
1773-06-17 03:24:49,,277.86
1775-07-27 19:16:43,-34.52,
1779-06-28 13:15:53,,280.24
1780-04-19 09:34:23,,273.07
1783-10-16 02:15:34,-35.5,
1790-08-25 15:44:06,-34.59,
1794-02-05 17:47:21,,281.62
1795-12-09 18:53:05,,282.3
1796-06-20 08:45:56,,280.4
1797-07-27 03:09:34,-35.22,
1799-05-04 14:38:53,,282.8
1804-12-09 23:11:59,-34.66,
1811-06-07 09:19:28,-35.44,
1813-08-29 21:05:13,,284.43
1819-07-21 03:43:27,-34.87,
1824-09-27 18:17:33,,281.36
1826-09-24 14:15:36,-34.93,
1826-12-02 23:45:52,,285.91
1832-03-03 12:16:53,-35.07,
1832-11-14 04:21:01,,285.09
1833-03-07 09:45:08,,283.82
1836-09-13 01:24:48,,284.15
1839-01-30 08:02:51,-35.62,
1840-10-30 12:13:12,,283.65
1843-04-17 00:07:10,,281.58
1844-06-17 08:07:13,,283.53
1844-08-25 17:37:29,,283.18
1845-11-25 06:53:27,,283.62
1846-08-04 07:18:05,-35.37,
1847-04-27 22:20:41,,286.84
1850-04-05 17:50:04,,284.0
1850-10-30 22:20:52,,288.79
1851-02-10 04:46:31,,285.47
1853-03-03 14:20:58,-34.61,
1853-09-16 19:53:18,,288.05
1854-09-20 17:21:34,,285.57
1856-08-14 16:24:13,,283.16
1858-11-03 12:30:29,,286.63
1859-05-12 10:43:50,-35.8,
1861-10-30 14:17:17,,287.17
1862-12-24 14:58:22,,285.35
1864-02-17 15:39:27,,286.65
1865-11-25 03:08:46,-35.35,
1866-09-27 22:25:44,,285.05
1867-09-24 12:35:01,,287.99
1868-05-29 21:20:10,,289.54
1869-08-29 10:36:08,,287.99
1870-01-15 05:36:40,,286.33
1872-09-05 11:21:24,-34.31,
1872-10-30 06:13:43,,286.66
1873-09-27 15:07:06,,291.56
1876-11-28 10:44:41,,289.33
1878-09-05 22:14:00,-34.34,
1879-12-13 18:48:56,,287.77
1882-12-02 13:16:46,,292.46
1883-10-16 07:32:12,,289.76
1884-03-06 18:12:13,,289.23
1884-11-24 17:35:20,-35.27,
1885-08-07 09:39:28,,288.12
1887-05-23 04:27:45,,294.34
1889-01-03 21:04:45,,292.34
1889-11-13 23:40:42,,290.92
1890-09-09 11:38:41,-34.96,
1892-05-22 09:31:35,,295.17
1892-11-17 08:46:29,,294.86
1893-01-22 02:37:16,,295.32
1893-08-29 06:06:31,,293.17
1893-10-04 18:41:24,,293.81
1896-07-23 10:57:56,-35.25,
1898-08-29 11:10:21,,295.28
1898-12-09 17:36:00,,297.05
1900-03-07 15:12:28,,294.22
1901-09-13 19:14:36,,295.61
1903-04-28 11:51:36,-34.94,
1903-11-29 23:41:22,,295.99
1905-05-08 22:27:36,,299.02
1905-07-17 07:57:52,,297.33
1905-10-09 08:06:05,,299.63
1908-07-09 18:05:11,,301.5
1909-09-24 16:43:12,-34.55,
1909-10-05 15:41:39,,297.87
1910-09-21 06:52:28,,298.11
1911-02-07 01:53:00,,297.73
1911-04-17 11:23:16,,299.26
1912-07-09 17:20:15,,301.3
1914-05-23 17:24:27,,300.7
1915-02-14 08:27:03,-35.98,
1915-10-17 01:32:43,,301.92
1917-11-14 18:26:09,,303.85
1918-09-02 23:05:10,,304.61
1919-09-17 19:31:53,,301.88
1921-01-11 22:24:15,-35.7,
1922-07-06 11:48:25,,303.18
1922-11-04 00:31:31,,306.2
1924-10-01 15:13:40,,304.72
1925-04-24 04:04:58,,304.97
1927-06-18 10:34:49,-36.39,
1927-10-20 14:57:24,,308.02
1928-02-29 02:38:57,,305.67
1928-07-16 21:39:29,,305.71
1928-09-27 22:49:14,,305.78
1929-05-23 08:35:56,,305.38
1930-10-31 07:22:10,,305.74
1932-04-16 13:27:21,,308.26
1932-07-16 20:54:33,,308.28
1932-10-05 05:23:17,-34.01,
1932-10-12 12:42:15,,305.94
1933-08-04 09:00:45,,307.08
1933-11-18 07:05:54,,309.63
1935-01-23 06:45:26,,306.32
1935-09-17 16:32:08,,307.26
1935-11-15 03:03:56,,309.34
1936-11-10 17:13:13,,307.41
1937-10-09 02:06:36,,312.33
1937-11-14 14:41:28,,311.52
1938-02-17 13:48:09,,311.94
1938-02-28 12:46:37,,308.48
1938-03-18 19:04:03,-34.13,
1938-12-21 09:05:07,,310.46
1939-03-22 16:32:18,,311.21
1939-08-04 19:53:21,,310.95
1939-12-21 14:53:53,,309.8
1940-10-01 12:13:55,,307.74
1940-11-03 09:09:19,,311.8
1941-10-12 17:01:09,,312.39
1942-01-15 16:07:50,,312.84
1942-03-18 18:19:07,,311.88
1942-12-14 01:01:12,-33.51,
1943-07-28 11:49:26,,312.36
1944-07-05 19:41:17,,310.22
1944-10-05 03:08:28,,311.28
1944-12-17 04:18:14,,310.44
1945-05-23 05:36:12,,311.81
1945-07-24 07:47:29,,311.97
1945-08-15 05:44:25,,312.56
1946-08-19 03:12:40,,312.87
1946-08-30 02:11:08,,310.36
1947-09-17 14:17:20,,311.57
1947-10-02 04:55:17,-34.71,
1948-10-08 18:03:02,,309.69
1949-09-02 11:16:55,,313.66
1950-04-02 07:27:11,,312.0
1952-05-19 06:38:03,,312.18
1953-01-22 15:23:13,-34.76,
1953-07-24 06:17:36,,312.22
1953-09-17 01:09:55,,312.8
1953-10-16 06:25:49,,313.17
1954-10-20 03:54:04,,314.71
1956-02-28 21:24:24,,315.34
1957-02-06 05:16:14,,314.44
1957-03-14 17:51:07,,316.33
1957-04-05 15:48:02,,315.27
1957-08-15 03:29:35,-35.71,
1957-11-14 10:56:47,,314.57
1958-02-06 11:05:00,,316.1
1958-07-24 11:21:26,,316.33
1959-02-03 01:14:17,,311.98
1960-04-23 15:31:46,,313.09
1960-07-27 14:38:27,,318.21
1961-09-20 15:19:32,,316.59
1962-04-27 18:48:48,,317.52
1962-05-27 00:04:42,,319.14
1962-05-30 15:44:11,-33.59,
1962-07-17 03:17:31,,317.45
1962-08-15 08:33:25,,318.61
1963-03-15 04:43:42,,319.07
1963-07-24 16:25:16,,319.12
1965-03-25 15:19:42,,319.89
1965-04-20 04:56:07,,319.2
1965-11-14 09:26:55,,320.98
1966-07-20 18:12:04,,322.17
1966-10-16 09:59:47,,320.49
1967-05-01 15:32:07,-34.2,
1968-07-16 14:10:07,,320.38
1968-10-23 04:56:17,,324.09
1968-12-24 07:07:34,,325.08
1969-06-03 00:05:02,,324.71
1970-03-22 04:44:03,,324.56
1970-08-22 14:22:32,,324.91
1970-08-29 21:41:30,,326.65
1970-11-14 14:30:45,,326.31
1971-10-31 05:41:34,-35.0,
1972-01-15 22:30:48,,330.35
1972-02-03 04:48:14,,328.42
1974-02-17 07:03:43,,331.55
1975-07-28 05:49:57,,332.37
1976-05-15 10:28:57,-34.67,
1976-09-02 00:13:35,,332.37
1976-10-19 11:46:56,,335.55
1979-02-21 03:47:02,,334.85
1980-01-30 11:38:53,-35.4,
1983-01-11 22:47:44,,339.46
1983-01-30 05:05:11,,341.33
1983-12-28 13:58:33,-35.9,
1984-12-02 06:10:55,,342.05
1985-10-05 01:27:52,,343.11
1986-02-20 20:28:24,,343.97
1986-08-15 04:03:49,,344.72
1986-11-18 03:10:29,-34.73,
1987-03-18 15:53:35,,345.44
1988-01-26 18:29:31,,347.6
1988-12-20 11:43:25,,349.28
1989-05-30 04:40:52,,349.8
1989-12-20 17:32:11,,350.81
1991-02-17 09:52:45,,352.42
1992-04-23 09:32:17,,353.72
1993-01-29 15:12:50,,353.95
1994-05-30 09:44:42,,357.11
1996-04-12 09:48:54,,359.65
1997-12-31 15:00:46,,361.78
2001-01-11 07:25:32,,368.02
